Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,AvgH,AvgD,AvgA,Home_xG,Away_xG,xG_Diff,H2H_Avg_Points,Home_Home_Form,Away_Away_Form
2023-03-12,Man United,Southampton,0,0,D,1.34,5.26,9.22,2.2780800000000005,0.2363284275755228,2.0417515724244777,2.2,16.0,6.0
2023-03-15,Brighton,Crystal Palace,1,0,H,1.46,4.44,7.58,1.3586161011310711,0.5199537037037038,0.8386623974273674,0.8,9.0,4.0
2023-03-15,Southampton,Brentford,0,2,A,2.97,3.31,2.46,0.9170658682634731,1.1344444444444448,-0.21737857618097167,1.0,3.0,9.0
2023-03-17,Nott'm Forest,Newcastle,1,2,A,5.58,3.83,1.67,0.7618085106382978,1.1822033898305084,-0.42039487919221064,0.0,12.0,9.0
2023-03-18,Chelsea,Everton,2,2,D,1.49,4.18,7.62,1.2247176079734219,0.1969230769230769,1.027794531050345,1.4,10.0,2.0
2023-03-18,Aston Villa,Bournemouth,3,0,H,1.72,3.85,4.99,2.3133554817275748,1.1342769230769232,1.1790785586506516,0.0,7.0,3.0
2023-03-18,Wolves,Leeds,2,4,A,2.28,3.23,3.41,0.8709102990033223,0.9924923076923078,-0.1215820086889855,1.4,9.0,2.0
2023-03-18,Southampton,Tottenham,3,3,D,4.56,3.68,1.82,0.8573023255813953,2.0086153846153847,-1.1513130590339893,0.8,3.0,7.0
2023-03-18,Brentford,Leicester,1,1,D,1.95,3.7,3.85,2.0820199335548173,1.2603076923076924,0.8217122412471249,0.3333333333333333,14.0,6.0
2023-03-19,Arsenal,Crystal Palace,4,1,H,1.26,5.93,12.83,1.9412532981530344,0.565557251908397,1.3756960462446375,1.6,11.0,4.0
2023-04-01,Nott'm Forest,Wolves,1,1,D,2.96,3.13,2.61,1.4975657894736842,0.6363844393592678,0.8611813501144164,0.0,9.0,5.0
2023-04-01,Crystal Palace,Leicester,2,1,H,2.54,3.24,2.94,0.6166447368421052,1.4141876430205953,-0.7975429061784901,0.6,4.0,4.0
2023-04-01,Man City,Liverpool,4,1,H,1.64,4.2,5.19,3.14421052631579,0.8642257818459191,2.2799847444698704,1.2,13.0,4.0
2023-04-01,Chelsea,Aston Villa,0,2,A,1.68,3.83,5.4,0.8809210526315789,0.471395881006865,0.4095251716247139,2.0,8.0,13.0
2023-04-01,Brighton,Brentford,3,3,D,1.67,4.08,5.05,1.517894736842105,0.7070938215102974,0.8108009153318075,2.0,12.0,11.0
2023-04-01,Arsenal,Leeds,4,1,H,1.29,5.84,10.48,2.927368421052632,1.1313501144164761,1.7960183066361557,2.6,13.0,4.0
2023-04-01,Bournemouth,Fulham,2,1,H,2.56,3.34,2.84,0.969013157894737,1.5320366132723113,-0.5630234553775744,1.0,8.0,10.0
2023-04-02,West Ham,Southampton,1,0,H,1.76,3.74,4.87,1.6203125,0.42390613171839514,1.1964063682816048,1.2,8.0,7.0
2023-04-02,Newcastle,Man United,2,0,H,2.41,3.45,2.96,2.484479166666666,0.7065102195306584,1.7779689471360078,0.4,11.0,10.0
2023-04-03,Everton,Tottenham,1,1,D,3.41,3.36,2.21,1.2152046783625732,1.8719303557910671,-0.656725677428494,1.0,9.0,7.0
2023-04-04,Bournemouth,Brighton,0,2,A,5.94,4.29,1.57,1.668051948051948,2.2027231467473527,-0.5346711986954047,0.0,8.0,12.0
2023-04-04,Leeds,Nott'm Forest,2,1,H,1.73,3.83,5.05,1.8638961038961035,0.37760968229954617,1.4862864215965574,0.0,6.0,4.0
2023-04-04,Leicester,Aston Villa,1,2,A,2.58,3.41,2.79,1.1412987012987013,1.1328290468986384,0.008469654400062865,1.4,4.0,13.0
2023-04-04,Chelsea,Liverpool,0,0,D,2.25,3.46,3.28,0.8036363636363635,0.5664145234493192,0.23722184018704429,1.2,8.0,4.0
2023-04-05,Man United,Brentford,1,0,H,1.65,4.17,5.07,2.070408295528192,0.40910324039186136,1.6613050551363309,2.0,14.0,9.0
2023-04-05,West Ham,Newcastle,1,5,A,3.53,3.41,2.15,0.7104342190537913,1.1329012810851546,-0.4224670620313633,1.0,11.0,9.0
2023-04-08,Wolves,Chelsea,1,0,H,4.14,3.47,1.95,0.8124271844660194,1.0601351351351354,-0.247707950669116,1.2,9.0,6.0
2023-04-08,Tottenham,Brighton,2,1,H,2.56,3.56,2.69,1.8415016181229777,1.978918918918919,-0.13741730079594117,1.8,12.0,12.0
2023-04-08,Southampton,Man City,1,4,A,12.48,6.19,1.25,0.48745631067961176,2.1202702702702707,-1.632813959590659,0.4,4.0,10.0
2023-04-08,Fulham,West Ham,0,1,A,2.79,3.24,2.66,1.496220064724919,0.4319069069069069,1.0643131578180123,0.3333333333333333,10.0,2.0
2023-04-08,Brentford,Newcastle,1,2,A,3.57,3.46,2.1,0.8530485436893204,1.0679879879879879,-0.21493944429866751,0.3333333333333333,14.0,9.0
2023-04-08,Man United,Everton,2,0,H,1.5,4.37,6.75,2.444051779935275,0.15705705705705705,2.286994722878218,1.6,14.0,3.0
2023-04-08,Aston Villa,Nott'm Forest,2,0,H,1.62,4.09,5.55,2.7013203883495147,0.5025825825825826,2.1987378057669322,1.0,10.0,4.0
2023-04-08,Leicester,Bournemouth,0,1,A,1.88,3.72,4.11,1.4894498381877026,0.8795195195195195,0.6099303186681831,0.0,4.0,3.0
2023-04-09,Leeds,Crystal Palace,1,5,A,2.11,3.41,3.59,1.4243243243243242,0.9353169276659209,0.4890073966584033,1.4,9.0,1.0
2023-04-09,Liverpool,Arsenal,2,2,D,2.79,3.69,2.41,0.8952895752895752,1.0453542132736764,-0.1500646379841012,2.4,16.0,15.0
2023-04-15,Chelsea,Brighton,1,2,A,2.67,3.42,2.68,0.6510982658959539,1.0418991097922845,-0.39080084389633063,1.2,6.0,9.0
2023-04-15,Everton,Fulham,1,3,A,2.07,3.39,3.78,0.8816955684007708,1.3239169139465876,-0.4422213455458168,1.3333333333333333,10.0,7.0
2023-04-15,Southampton,Crystal Palace,0,2,A,2.82,3.2,2.68,0.7935260115606937,1.9741246290801187,-1.180598617519425,0.8,4.0,4.0
2023-04-15,Wolves,Brentford,2,0,H,2.52,3.23,3.0,0.8816955684007708,1.4100890207715133,-0.5283934523707425,1.3333333333333333,12.0,6.0
2023-04-15,Man City,Leicester,3,1,H,1.16,8.49,17.32,2.3805780346820815,1.057566765578635,1.3230112691034466,2.4,16.0,4.0
2023-04-15,Aston Villa,Newcastle,3,0,H,3.61,3.42,2.13,1.1394219653179194,2.083798219584569,-0.9443762542666496,1.4,12.0,11.0
2023-04-15,Tottenham,Bournemouth,2,3,A,1.47,4.6,6.83,2.1703275529865134,0.7128783382789317,1.4574492147075817,3.0,15.0,6.0
2023-04-16,West Ham,Arsenal,2,2,D,5.92,4.22,1.57,0.7046016571064373,2.033701250919794,-1.3290995938133567,0.2,11.0,13.0
2023-04-16,Nott'm Forest,Man United,0,2,A,5.0,3.96,1.69,1.6734289356277885,0.8447682119205298,0.8286607237072587,0.0,9.0,7.0
2023-04-17,Leeds,Liverpool,1,6,A,4.35,4.22,1.73,1.6269891788669637,1.4767791636096848,0.15021001525727895,0.8,8.0,5.0
2023-04-21,Arsenal,Southampton,3,3,D,1.2,7.18,14.72,2.278473282442748,0.5139225712198685,1.7645507112228793,1.6,13.0,7.0
2023-04-22,Leicester,Wolves,2,1,H,2.45,3.27,3.05,1.016190476190476,1.1665451895043732,-0.15035471331389716,2.0,4.0,5.0
2023-04-22,Liverpool,Nott'm Forest,3,2,H,1.18,7.64,16.06,3.129866666666667,0.18664723032069971,2.9432194363459674,0.0,14.0,1.0
2023-04-22,Fulham,Leeds,2,1,H,2.38,3.44,3.01,1.3413714285714284,1.0110058309037901,0.3303655976676383,1.0,7.0,4.0
2023-04-22,Brentford,Aston Villa,1,1,D,2.53,3.38,2.84,1.4971873015873014,1.0110058309037901,0.48618147068351125,1.3333333333333333,11.0,13.0
2023-04-22,Crystal Palace,Everton,0,0,D,2.11,3.25,3.83,0.901022222222222,0.4666180758017493,0.43440414642047265,0.8,7.0,2.0
2023-04-23,Bournemouth,West Ham,0,4,A,2.83,3.25,2.61,1.1918635502210992,0.7006535947712419,0.49120995544985735,0.0,8.0,5.0
2023-04-23,Newcastle,Tottenham,6,1,H,1.85,3.81,4.22,2.187340492735313,0.6617283950617284,1.5256120976735845,1.0,11.0,5.0
2023-04-25,Wolves,Crystal Palace,2,0,H,2.52,3.14,3.09,0.9732913782252989,1.0258176555716352,-0.0525262773463363,0.6,12.0,7.0
2023-04-25,Aston Villa,Fulham,1,0,H,1.8,3.87,4.43,1.486972938955318,1.6319826338639654,-0.14500969490864746,2.0,12.0,7.0
2023-04-25,Leeds,Leicester,1,1,D,2.37,3.54,2.98,1.5140088105726872,2.2381476121562947,-0.7241388015836074,0.8,7.0,4.0
2023-04-26,Nott'm Forest,Brighton,3,1,H,6.08,4.36,1.54,1.2169491525423728,1.798893709327549,-0.5819445567851762,1.0,6.0,9.0
2023-04-26,Chelsea,Brentford,0,2,A,1.71,3.89,5.02,0.5205838041431262,0.747592190889371,-0.2270083867462448,1.3333333333333333,5.0,5.0
2023-04-26,West Ham,Liverpool,1,2,A,3.96,3.86,1.88,1.4062523540489642,1.518546637744035,-0.11229428369507088,0.6,9.0,8.0
2023-04-26,Man City,Arsenal,4,1,H,1.56,4.49,5.7,1.5820338983050846,1.635357917570499,-0.053324019265414524,3.0,18.0,11.0
2023-04-27,Everton,Newcastle,1,4,A,4.84,3.7,1.77,0.540162398500937,2.1168610511159107,-1.5766986526149738,0.6,10.0,10.0
2023-04-27,Southampton,Bournemouth,0,1,A,2.3,3.43,3.15,1.080324797001874,1.7121670266378692,-0.6318422296359953,3.0,4.0,9.0
2023-04-27,Tottenham,Man United,2,2,D,2.79,3.65,2.44,2.0661211742660837,1.3074730021598273,0.7586481721062563,0.6,15.0,7.0
2023-04-29,Crystal Palace,West Ham,4,3,H,2.7,3.18,2.81,0.506857855361596,0.7687392550143267,-0.2618813996527307,1.0,7.0,7.0
2023-04-29,Brentford,Nott'm Forest,2,1,H,1.66,3.88,5.5,3.0411471321695758,0.5124928366762177,2.528654295493358,1.0,9.0,0.0
2023-04-29,Brighton,Wolves,6,0,H,1.51,4.37,6.69,1.9260598503740645,0.8541547277936962,1.0719051225803682,1.4,13.0,5.0
2023-04-30,Liverpool,Tottenham,4,3,H,1.54,4.69,5.68,3.5583106435643557,1.1180571428571426,2.440253500707213,2.2,14.0,5.0
2023-04-30,Man United,Aston Villa,1,0,H,1.78,3.94,4.35,1.405835396039604,0.43479999999999996,0.971035396039604,1.4,14.0,11.0
2023-04-30,Bournemouth,Leeds,4,1,H,2.61,3.5,2.68,1.405835396039604,1.6770857142857143,-0.27125031824611034,0.0,7.0,4.0
2023-04-30,Newcastle,Southampton,3,1,H,1.32,5.46,9.9,1.8161509900990098,0.31057142857142855,1.5055795615275813,2.0,13.0,5.0
2023-04-30,Fulham,Man City,1,2,A,11.95,6.23,1.25,0.5381188118811882,1.6227357142857142,-1.084616902404526,0.0,7.0,13.0
2023-05-01,Leicester,Everton,2,2,D,2.04,3.45,3.79,1.2066298342541435,0.6208955223880597,0.5857343118660838,1.0,6.0,3.0
2023-05-02,Arsenal,Chelsea,3,1,H,1.59,4.22,5.75,2.2650766400980995,0.7602129169623844,1.5048637231357151,2.4,13.0,5.0
2023-05-03,Liverpool,Fulham,1,0,H,1.26,6.39,10.73,1.7407588739290083,1.0241702127659575,0.7165886611630508,0.6666666666666666,16.0,7.0
2023-05-03,Man City,West Ham,3,0,H,1.2,7.21,13.79,3.2538800489596085,0.931063829787234,2.3228162191723745,2.2,18.0,7.0
2023-05-04,Brighton,Man United,1,0,H,2.03,3.82,3.5,3.178266178266178,1.1115460992907804,2.066720078975398,1.2,13.0,7.0
2023-05-06,Bournemouth,Chelsea,1,3,A,3.42,3.47,2.17,1.3921659548505187,0.9958581560283688,0.39630779882214995,0.0,9.0,5.0
2023-05-06,Man City,Leeds,2,1,H,1.17,8.41,15.94,3.560732153752288,0.7002127659574469,2.860519387794841,2.0,18.0,3.0
2023-05-06,Tottenham,Crystal Palace,1,0,H,1.82,3.92,4.21,1.5661866992068338,1.307063829787234,0.25912286941959994,2.0,13.0,6.0
2023-05-06,Wolves,Aston Villa,1,0,H,2.98,3.26,2.51,0.6425381330079317,0.8713758865248227,-0.22883775351689095,1.6,12.0,11.0
2023-05-06,Liverpool,Brentford,1,0,H,1.48,4.91,6.16,1.5661866992068338,0.8402553191489361,0.7259313800578977,1.3333333333333333,16.0,7.0
2023-05-07,Newcastle,Arsenal,0,2,A,2.49,3.73,2.71,1.7417629179331309,0.9819801980198021,0.7597827199133288,0.8,13.0,11.0
2023-05-07,West Ham,Man United,1,0,H,3.43,3.74,2.08,1.480498480243161,1.4028288543140028,0.07766962592915827,0.0,8.0,7.0
2023-05-08,Nott'm Forest,Southampton,4,3,H,2.13,3.52,3.46,1.4822843256379101,0.7016949152542372,0.7805894103836729,3.0,6.0,5.0
2023-05-08,Brighton,Everton,1,5,A,1.35,5.3,8.47,2.951154313487242,0.5457627118644067,2.4053916016228354,1.4,13.0,4.0
2023-05-08,Fulham,Leicester,5,3,H,2.67,3.53,2.6,1.2542405832320778,1.1149152542372882,0.13932532899478955,2.0,7.0,2.0
2023-05-13,Leeds,Newcastle,2,2,D,4.62,4.2,1.71,0.7353260869565218,2.9013174491941136,-2.165991362237592,1.6,8.0,12.0
2023-05-13,Man United,Wolves,2,0,H,1.38,5.1,8.37,2.5402173913043478,0.27927119831815,2.260946192986198,2.4,14.0,2.0
2023-05-13,Southampton,Fulham,0,2,A,2.82,3.44,2.51,0.42114130434782604,1.6213244569025929,-1.2001831525547668,1.3333333333333333,4.0,6.0
2023-05-13,Chelsea,Nott'm Forest,2,2,D,1.51,4.4,6.68,0.7353260869565218,0.5430273300630694,0.19229875689345244,1.0,5.0,0.0
2023-05-13,Aston Villa,Tottenham,2,1,H,2.3,3.6,3.03,3.0081521739130435,1.8152627890679747,1.1928893848450688,1.2,15.0,2.0
2023-05-13,Crystal Palace,Bournemouth,2,0,H,1.88,3.7,4.18,0.8556521739130435,0.868843728100911,-0.013191554187867549,3.0,9.0,12.0
2023-05-14,Arsenal,Brighton,0,3,A,1.77,4.19,4.21,2.6054621848739496,2.281882845188284,0.32357933968566543,2.0,16.0,8.0
2023-05-14,Brentford,West Ham,2,0,H,2.05,3.56,3.66,2.538655462184874,1.024518828451883,1.514136633732991,3.0,9.0,6.0
2023-05-14,Everton,Man City,0,3,A,8.86,5.21,1.36,0.5411344537815127,2.7941422594142256,-2.2530078056327127,0.2,7.0,16.0
2023-05-15,Leicester,Liverpool,0,3,A,5.11,4.59,1.59,1.2846043165467627,1.5809999999999997,-0.2963956834532371,1.2,4.0,8.0
2023-05-18,Newcastle,Brighton,4,1,H,2.02,3.86,3.49,1.3929016786570745,1.3004573804573805,0.09244429819969402,1.0,12.0,10.0
2023-05-20,Tottenham,Brentford,1,3,A,1.85,3.88,4.13,0.9026913875598088,0.8516620498614957,0.05102933769831308,1.6666666666666667,13.0,7.0
2023-05-20,Bournemouth,Man United,0,1,A,6.06,4.77,1.51,1.2503947368421051,1.471052631578947,-0.22065789473684183,0.0,9.0,4.0
2023-05-20,Liverpool,Aston Villa,1,1,D,1.49,4.86,6.16,1.2838277511961722,0.7432686980609419,0.5405590531352303,2.4,16.0,8.0
2023-05-20,Wolves,Everton,1,1,D,2.77,3.35,2.63,1.564665071770335,0.5574515235457064,1.0072135482246285,1.8,15.0,7.0
2023-05-20,Nott'm Forest,Arsenal,1,0,H,5.37,4.45,1.59,1.3908133971291867,2.1136703601108033,-0.7228569629816166,0.0,8.0,11.0
2023-05-20,Fulham,Crystal Palace,2,2,D,2.45,3.4,2.97,1.4041866028708134,1.08393351800554,0.3202530848652734,1.3333333333333333,7.0,6.0
2023-05-21,West Ham,Leeds,3,1,H,2.45,3.56,2.84,1.9693444576877235,1.1069696969696972,0.8623747607180263,2.0,8.0,3.0
2023-05-21,Brighton,Southampton,3,1,H,1.23,6.91,12.43,2.6525864123957095,1.1069696969696972,1.5456167154260123,1.6,13.0,2.0
2023-05-21,Man City,Chelsea,1,0,H,1.26,6.41,11.48,2.5253158522050057,0.6192837465564739,1.9060321056485319,2.4,18.0,7.0
2023-05-22,Newcastle,Leicester,0,0,D,1.38,5.39,7.66,2.795762611275965,0.837111416781293,1.9586511944946718,1.8,15.0,2.0
2023-05-24,Brighton,Man City,1,1,D,3.97,4.22,1.81,1.2317626112759643,1.5515818431911967,-0.3198192319152324,0.6,13.0,16.0
2023-05-25,Man United,Chelsea,4,1,H,1.63,4.35,5.12,1.5669395017793597,0.3103780068728523,1.2565614949065074,1.0,16.0,6.0
2023-05-28,Aston Villa,Brighton,2,1,H,2.04,3.88,3.37,2.032662721893491,1.6220467032967032,0.41061601859678776,2.0,18.0,9.0
2023-05-28,Brentford,Man City,1,0,H,3.88,4.01,1.87,1.1433727810650887,1.396978021978022,-0.25360524091293324,1.0,11.0,16.0
2023-05-28,Chelsea,Newcastle,1,1,D,2.87,3.64,2.38,0.5616568047337277,1.365934065934066,-0.8042772612003383,2.4,3.0,13.0
2023-05-28,Crystal Palace,Nott'm Forest,1,1,D,1.69,4.15,4.77,1.4041420118343195,0.7683379120879121,0.6358040997464074,0.0,11.0,1.0
2023-05-28,Everton,Bournemouth,1,0,H,1.49,4.61,6.58,0.8558579881656805,1.1796703296703297,-0.3238123415046492,0.0,4.0,9.0
2023-05-28,Leeds,Tottenham,1,4,A,2.77,3.84,2.37,2.0059171597633134,2.770673076923077,-0.7647559171597638,0.6,6.0,2.0
2023-05-28,Leicester,West Ham,2,1,H,1.94,3.92,3.65,1.5244970414201182,1.4513049450549451,0.0731920963651731,0.8,4.0,6.0
2023-05-28,Man United,Fulham,2,1,H,1.53,4.59,5.76,1.1433727810650887,0.3880494505494505,0.7553233305156382,2.3333333333333335,16.0,6.0
2023-05-28,Southampton,Liverpool,4,4,D,6.74,5.2,1.42,0.5215384615384615,1.9557692307692307,-1.4342307692307692,0.6,1.0,10.0
2023-05-28,Arsenal,Wolves,5,0,H,1.37,5.33,7.87,3.650769230769231,0.9235576923076922,2.727211538461539,1.8,13.0,1.0
2023-08-11,Burnley,Man City,0,3,A,9.02,5.35,1.35,0.48,2.359155888359428,-1.8791558883594282,0.0,9.0,13.0
2023-08-12,Newcastle,Aston Villa,5,1,H,1.76,3.88,4.61,1.141,0.7673845108695652,0.37361548913043485,1.1666666666666667,13.0,8.0
2023-08-12,Sheffield United,Crystal Palace,0,1,A,3.12,3.24,2.41,0.7006140350877192,1.3952445652173913,-0.694630530129672,0.0,9.0,7.0
2023-08-12,Everton,Fulham,0,1,A,2.24,3.43,3.3,0.5871812865497077,1.1627038043478262,-0.5755225177981185,1.0,7.0,6.0
2023-08-12,Bournemouth,West Ham,1,1,D,2.69,3.44,2.64,1.3945555555555555,1.3952445652173913,-0.0006890096618357155,0.0,6.0,6.0
2023-08-12,Arsenal,Nott'm Forest,2,1,H,1.18,7.64,15.67,4.110269005847953,1.0464334239130435,3.0638355819349092,1.5,13.0,2.0
2023-08-13,Brentford,Tottenham,2,2,D,2.73,3.63,2.5,2.9440998838559813,1.055426251691475,1.8886736321645063,1.25,11.0,5.0
2023-08-13,Chelsea,Liverpool,1,1,D,2.87,3.64,2.39,0.6527642276422764,1.6762652232746953,-1.023500995632419,1.1666666666666667,3.0,11.0
2023-08-14,Man United,Wolves,1,0,H,1.31,5.65,9.85,3.1639130434782605,0.23274814314652262,2.931164900331738,2.5,18.0,1.0
2023-08-18,Nott'm Forest,Sheffield United,2,1,H,1.95,3.43,4.25,2.025492468134415,0.3727211343686699,1.6527713337657453,1.0,10.0,3.0
2023-08-19,Wolves,Brighton,1,4,A,4.0,3.81,1.89,1.585289351851852,0.7455870445344129,0.8397023073174391,1.1666666666666667,13.0,6.0
2023-08-19,Tottenham,Man United,2,0,H,2.84,3.75,2.37,1.8117592592592595,0.9319838056680162,0.8797754535912433,0.6666666666666666,10.0,7.0
2023-08-19,Man City,Newcastle,1,0,H,1.7,4.07,4.83,2.51115162037037,0.924217273954116,1.5869343464162542,2.6666666666666665,18.0,11.0
2023-08-19,Liverpool,Bournemouth,3,1,H,1.23,6.86,11.82,2.1448032407407407,0.49705802968960866,1.6477452110511321,1.5,14.0,9.0
2023-08-19,Fulham,Brentford,0,3,A,2.72,3.4,2.63,0.9991319444444445,1.2814777327935223,-0.28234578834907775,1.5,7.0,7.0
2023-08-20,Aston Villa,Everton,4,0,H,1.7,3.91,5.0,2.3986167146974067,1.0241073825503353,1.3745093321470714,2.6666666666666665,18.0,7.0
2023-08-20,West Ham,Chelsea,3,1,H,3.66,3.57,2.04,1.8122881844380405,0.9310067114093957,0.8812814730286448,0.6666666666666666,10.0,6.0
2023-08-21,Crystal Palace,Arsenal,0,1,A,5.79,4.06,1.6,0.8774741676234212,1.0562575452716298,-0.17878337764820862,0.8333333333333334,11.0,8.0
2023-08-26,Arsenal,Fulham,2,2,D,1.23,6.49,13.35,1.9277936962750715,1.2828418230563001,0.6449518732187713,2.5,13.0,9.0
2023-08-26,Brighton,West Ham,1,3,A,1.53,4.67,5.73,3.031289398280802,1.0262734584450401,2.0050159398357614,2.0,13.0,4.0
2023-08-26,Man United,Nott'm Forest,3,2,H,1.31,5.79,9.23,2.7520916905444124,0.27989276139410196,2.4721989291503106,3.0,18.0,2.0
2023-08-26,Everton,Wolves,0,1,A,2.32,3.31,3.24,1.0702578796561604,0.6530831099195709,0.4171747697365895,1.1666666666666667,4.0,1.0
2023-08-26,Brentford,Crystal Palace,1,1,D,2.14,3.41,3.57,1.4691117478510027,0.9329758713136728,0.53613587653733,1.0,11.0,10.0
2023-08-26,Bournemouth,Tottenham,0,2,A,3.67,3.94,1.95,1.7549570200573064,2.379088471849866,-0.6241314517925598,1.5,4.0,5.0
2023-08-27,Sheffield United,Man City,1,2,A,16.67,7.51,1.18,0.2795205479452055,2.218735861610113,-1.9392153136649077,0.0,6.0,13.0
2023-08-27,Burnley,Aston Villa,1,3,A,3.36,3.55,2.16,0.8385616438356164,1.5360479041916169,-0.6974862603560005,1.25,9.0,5.0
2023-08-27,Newcastle,Liverpool,1,2,A,2.2,3.9,3.03,1.836849315068493,1.473985362608117,0.36286395246037606,0.3333333333333333,13.0,12.0
2023-09-02,Burnley,Tottenham,2,5,A,3.83,3.99,1.88,1.4391799544419135,2.9250000000000003,-1.4858200455580868,0.75,6.0,7.0
2023-09-02,Chelsea,Nott'm Forest,0,1,A,1.38,5.03,8.27,1.758997722095672,1.0214285714285714,0.7375691506671007,1.0,6.0,2.0
2023-09-02,Man City,Fulham,5,1,H,1.15,8.46,17.91,2.0788154897494304,0.5029761904761905,1.57583929927324,3.0,18.0,7.0
2023-09-02,Brighton,Newcastle,3,1,H,2.55,3.87,2.55,2.3320045558086555,1.8416666666666668,0.4903378891419887,1.3333333333333333,10.0,8.0
2023-09-02,Brentford,Bournemouth,2,2,D,1.72,4.06,4.67,1.4991457858769932,0.7660714285714286,0.7330743573055646,2.0,12.0,9.0
2023-09-02,Sheffield United,Everton,2,2,D,3.01,3.23,2.5,0.6662870159453304,1.2999999999999998,-0.6337129840546695,1.5,6.0,6.0
2023-09-03,Liverpool,Aston Villa,3,0,H,1.66,4.49,4.57,2.072949152542373,0.9028346456692914,1.1701145068730816,2.1666666666666665,16.0,5.0
2023-09-03,Arsenal,Man United,3,1,H,1.77,4.04,4.38,3.587796610169492,0.972283464566929,2.615513145602563,1.6666666666666667,11.0,7.0
2023-09-03,Crystal Palace,Wolves,3,2,H,1.95,3.45,4.15,1.4616949152542378,0.3086614173228346,1.1530334979314032,2.0,11.0,3.0
2023-09-16,Wolves,Liverpool,1,3,A,6.64,4.95,1.45,1.2061720067453625,1.4669941060903733,-0.26082209934501077,0.5,13.0,14.0
2023-09-16,Man United,Brighton,1,3,A,2.21,3.98,2.96,2.014704890387858,0.5559135559921415,1.4587913343957166,1.5,18.0,9.0
2023-09-16,Tottenham,Sheffield United,2,1,H,1.28,6.1,10.52,2.3858347386172007,0.23163064833005895,2.1542040902871418,3.0,10.0,3.0
2023-09-16,West Ham,Man City,1,3,A,6.57,4.67,1.48,0.8350421585160201,2.1078388998035367,-1.2727967412875165,0.3333333333333333,10.0,13.0
2023-09-16,Newcastle,Brentford,1,0,H,1.53,4.37,6.12,1.5242833052276556,1.1890373280943027,0.3352459771333529,2.5,10.0,9.0
2023-09-16,Aston Villa,Crystal Palace,3,1,H,1.9,3.7,4.07,1.8954131534569985,0.9265225933202358,0.9688905601367627,1.6666666666666667,18.0,8.0
2023-09-17,Bournemouth,Chelsea,0,0,D,4.34,3.96,1.79,1.1269983230855223,1.465149544863459,-0.3381512217779368,0.0,4.0,3.0
2023-09-17,Everton,Arsenal,0,1,A,6.07,4.55,1.52,0.47731693683622123,1.8507152145643697,-1.3733982777281484,2.0,3.0,8.0
2023-09-18,Nott'm Forest,Burnley,1,1,D,2.24,3.51,3.22,1.2749916154276133,0.9031578947368422,0.37183372069077114,1.0,13.0,5.0
2023-09-23,Man City,Nott'm Forest,2,0,H,1.15,8.55,18.11,3.7197765363128488,0.5558961038961039,3.163880432416745,2.0,18.0,5.0
2023-09-23,Burnley,Man United,0,1,A,4.31,4.16,1.75,1.3152067039106146,1.4823896103896104,-0.1671829064789958,0.25,3.0,4.0
2023-09-23,Brentford,Everton,1,3,A,1.8,3.78,4.49,2.125586592178771,1.297090909090909,0.828495683087862,1.75,12.0,7.0
2023-09-23,Crystal Palace,Fulham,0,0,D,1.95,3.51,4.09,1.4679832402234638,1.0037012987012988,0.46428194152216506,1.25,11.0,7.0
2023-09-24,Sheffield United,Newcastle,0,8,A,7.01,4.78,1.45,0.6389297658862876,1.8393009708737862,-1.2003712049874986,1.5,7.0,5.0
2023-09-24,Liverpool,West Ham,3,1,H,1.39,5.38,7.19,3.234581939799331,1.0433009708737864,2.191280968925545,2.5,16.0,7.0
2023-09-24,Chelsea,Aston Villa,0,1,A,1.91,3.85,3.87,0.9983277591973244,1.105126213592233,-0.10679845439490865,1.6666666666666667,6.0,4.0
2023-09-24,Brighton,Bournemouth,3,1,H,1.38,5.31,7.58,2.5557190635451503,1.275145631067961,1.2805734324771894,3.0,10.0,7.0
2023-09-24,Arsenal,Tottenham,2,2,D,1.7,4.36,4.5,4.246220735785954,2.550291262135922,1.695929473650032,2.0,13.0,10.0
2023-09-30,Wolves,Man City,2,1,H,9.2,5.65,1.33,0.5589123196448391,2.3010333761232347,-1.7421210564783955,0.0,10.0,13.0
2023-09-30,Man United,Crystal Palace,0,1,A,1.57,4.3,5.89,1.6966981132075476,0.7003145057766367,0.9963836074309109,1.3333333333333333,15.0,5.0
2023-09-30,Everton,Luton,1,2,A,1.61,3.94,6.06,0.8871624121346652,0.4104407359863072,0.476721676148358,1.0,3.0,0.0
2023-09-30,Bournemouth,Arsenal,0,4,A,5.77,4.68,1.53,0.658718091009989,1.9624197689345315,-1.3037016779245425,0.0,5.0,10.0
2023-09-30,Aston Villa,Brighton,6,1,H,2.56,3.92,2.55,2.4485682574916763,1.0774069319640565,1.3711613255276198,2.1666666666666665,18.0,9.0
2023-09-30,Tottenham,Liverpool,2,1,H,2.96,4.03,2.21,1.769889012208657,1.8623748395378692,-0.09248582732921218,0.3333333333333333,10.0,14.0
2023-09-30,Newcastle,Burnley,2,0,H,1.33,5.62,9.22,1.5968923418423973,0.6233568677792042,0.9735354740631931,3.0,10.0,6.0
2023-09-30,West Ham,Sheffield United,2,0,H,1.45,4.79,7.1,2.5151054384017764,0.4617458279845956,2.0533596104171807,3.0,10.0,3.0
